1570729979960691870	,2026030610002001870580211591	,20260306012510000000870080819862	,	,2026-03-06 15:24:31,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-2.76,4789.46,支付宝,其它,1688增值买家保障服务费-5079155616856832141（单笔主订单各SKU子单的总费用）	
1570729990022691870	,2026030610002001870580237890	,20260306012510000000870080728924	,	,2026-03-06 15:24:51,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-2.76,4786.70,支付宝,其它,1688增值买家保障服务费-5079926052385832141（单笔主订单各SKU子单的总费用）	
1570730048471391870	,2026030610002001870580199707	,20260306012510000000870080795431	,	,2026-03-06 15:24:52,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-2.76,4783.94,支付宝,其它,1688增值买家保障服务费-5079922848901832141（单笔主订单各SKU子单的总费用）	
1570761065553829101	,2026022423001829101415703882	,T50060NP3257175615650408293	,Fidget Pad减压手柄 陀螺魔方二代游戏手柄指尖游戏创意解压玩具	,2026-03-06 15:27:27,深圳市珑通网络科技有限公司(longtong01@outlook.com)	,9.33,0.00,4793.27,支付宝,其它,Fidget Pad减压手柄 陀螺魔方二代游戏手柄指尖游戏创意解压玩具	
1570789938122547321	,2026022423001847321429236470	,T50060NP3258843312636321769	,现货16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	,2026-03-06 15:27:28,**浩(199******75)	,19.50,0.00,4812.77,支付宝,其它,现货16按键语音发声盒整蛊搞怪发声器音乐挤压盒玩具气氛发声器	
1570730016166991870	,BO2026030631621391870205	,HJCAEB==500000066940001031==6327415491570176	,	,2026-03-06 15:27:20,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,4812.72,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5074742124906312719(5074742124906312719)_扣款）	
1570730061326191870	,BO2026030631493927870205	,HJCAEB==500000067800015031==6327463140060176	,	,2026-03-06 15:27:29,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,4812.69,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3257175615650408293:3257175615650408293)扣款）	
1570730010326691870	,BO2026030631457753870205	,HJCAEB==500000066940001031==6327466431000176	,	,2026-03-06 15:27:30,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,4812.62,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3254720737100998897(3254720737100998897)_扣款）	
1570730005571091870	,BO2026030631602258870205	,HJCAEB==500000066940001031==6327422082670176	,	,2026-03-06 15:27:30,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,4812.57,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3257415231615659169(3257415231615659169)_扣款）	
1570729982828691870	,BO2026030631560856870205	,HJCAEB==500000066940001031==6327474919500176	,	,2026-03-06 15:27:30,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,4812.54,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3256805317500253382(3256805317500253382)_扣款）	
1570729989087991870	,BO2026030631639775870205	,HJCAEB==500000067800015031==6327464634380176	,	,2026-03-06 15:27:31,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.09,4812.45,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3258843312636321769:3258843312636321769)扣款）	
1570730027520491870	,2026030610002001870580111573	,20260306012510000000870080745756	,	,2026-03-06 15:27:32,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.06,4812.39,支付宝,其它,1688增值买家保障服务费-5079677367937745821（单笔主订单各SKU子单的总费用）	
1570730030763791870	,2026030610002001870580260475	,20260306012510000000870080850028	,	,2026-03-06 15:27:34,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.08,4812.31,支付宝,其它,1688增值买家保障服务费-3257221657465107290（单笔主订单各SKU子单的总费用）	
1570730020605291870	,2026030610002001870580166760	,20260306012510000000870080724752	,	,2026-03-06 15:27:40,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.04,4812.27,支付宝,其它,1688增值买家保障服务费-3256833831522249773（单笔主订单各SKU子单的总费用）	
1570730009585591870	,2026030610002001870580237895	,20260306012510000000870080846197	,	,2026-03-06 15:27:54,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.13,4812.14,支付宝,其它,1688增值买家保障服务费-3252988599720159471（单笔主订单各SKU子单的总费用）	
1570730042638391870	,2026030610002001870580352748	,20260306012510000000870080758278	,	,2026-03-06 15:28:01,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.10,4812.04,支付宝,其它,1688增值服务-先采后付服务费:3257221657465107290-戏水洗澡儿童玩具螃蟹泡泡机浴室沐浴电	
1570729989088191870	,2026030610002001870580164031	,20260306012510000000870080852471	,	,2026-03-06 15:28:01,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.15,4811.89,支付宝,其它,1688增值服务-先采后付服务费:5079492758172991129-跨境电动声光大泡量园林灯吹泡泡露营节	
1570729996412391870	,BO2026030631584568870205	,HJCAEB==500000067800015031==6327468732740176	,	,2026-03-06 15:28:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.15,4811.74,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5079492758172991129:5079492758172991129)扣款）	
1570730051513691870	,2026030610002001870580224455	,20260306012510000000870080859041	,	,2026-03-06 15:28:06,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.09,4811.65,支付宝,其它,1688增值服务-先采后付服务费:3256530134482117887-儿童惯性动力气球车滑翔按压空气动力气	
1570730029968891870	,2026030610002001870580282761	,20260306012510000000870080798321	,	,2026-03-06 15:28:06,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.07,4811.58,支付宝,其它,1688增值服务-先采后付服务费:5081554728485819500-男孩拼装消防轨道玩具DIY亲子益智工程车	
1570730064940191870	,2026030610002001870580131943	,20260306012510000000870080749445	,	,2026-03-06 15:28:08,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.07,4811.51,支付宝,其它,1688增值服务-先采后付服务费:5076141841973568307-跨境新品安抚仿真婴儿娃娃搪胶娃娃公仔	
1570730057096891870	,BO2026030631403821870205	,HJCAEB==500000067800015031==6327456951460176	,	,2026-03-06 15:28:08,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,4811.46,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:5081554728485819500:5081554728485819500)扣款）	
1570730037197891870	,BO2026030631638185870205	,HJCAEB==500000067800015031==6327442868590176	,	,2026-03-06 15:28:09,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,4811.41,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3256530134482117887:3256530134482117887)扣款）	
1570729983388591870	,BO2026030631607761870205	,HJCAEB==500000066940001031==6327483211130176	,	,2026-03-06 15:28:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.08,4811.33,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5076141841973568307(5076141841973568307)_扣款）	
1570730061326591870	,2026030610002001870580135226	,20260306012510000000870080791547	,	,2026-03-06 15:31:02,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.13,4811.20,支付宝,其它,1688增值服务-先采后付服务费:3252988599720159471-跨境电动声光大泡量园林灯吹泡泡露营节	
1570741995978426881	,2026030623001826881407228476	,T50060NP5098614912063506608	,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	,2026-03-06 15:41:13,**红(177***@163.com)	,102.25,0.00,4913.45,支付宝,其它,亚马逊夏季游泳池潜水鱼骨鱼雷戏水玩具套装自定义搭配潜水玩具	
1570730034519891870	,2026030610002001870580059914	,FI960100FDO006826030602394612553	,	,2026-03-06 15:41:15,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.18,4913.27,支付宝,其它,1688增值服务-1688-极速周转-服务费(5098614912063506608)	
1571145114932400291	,2026030610002001290520863267	,02960100030062426030600872952295	,	,2026-03-06 15:42:49,****y	,5.00,0.00,4918.27,支付宝,其它,1688增值服务-先采后付保理贴现:3258043214931620995	
1570784383679619351	,2026022423001119351400120350	,11090600726022468073696629509	,红包	,2026-03-06 15:42:52,淘宝（中国）软件有限公司(tejiabantx@service.aliyun.com)	,27.73,0.00,4946.00,支付宝,交易付款,红包	
1570730018959991870	,2026030610002001870580251552	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426030600872952295	,	,2026-03-06 15:42:50,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.03,4945.97,支付宝,其它,1688增值服务-先采后付提前回款费用-3258043214931620995	
1570730008222691870	,2026030610002001870580280812	,20260306012510000000870080841255	,	,2026-03-06 15:42:52,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.03,4945.94,支付宝,其它,1688增值服务-先采后付服务费:3258043214931620995-跨境电动声光大泡量园林灯吹泡泡露营节	
1570730006413791870	,BO2026030631603658870205	,HJCAEB==500000067800015031==6327525933140176	,	,2026-03-06 15:42:54,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.17,4945.77,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3258043214931620995:3258043214931620995)扣款）	
1570789352686403210	,2026022323001803211455167916	,T50060NP3255688057830998495	,新款跨境热卖六指测谎仪手指测谎器减压解压聚会游戏整人恶搞创意	,2026-03-06 15:47:50,**森(749***@qq.com)	,0.00,-8.50,4937.27,支付宝,其它,售后退款-2026022323001803211455167916-T50060NP3255688057830998495	
1570784272834125471	,BO2026030627175638470205	,HJCAEB==500000067800015031==6327538639480176	,	,2026-03-06 15:48:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.61,0.00,4937.88,支付宝,转账,代扣款（扣款用途：跨境佣金服务费(CBU_KJFY_STD_PROCESS_5036448243339502008_refund)退款，付款方：阿里巴巴（中国）网络技术有限公司，Email：chtyj@service.aliyun.com）	
1570826883030954430	,2026012722001854431447469553	,T50060NP5036448243339502008	,跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-06 15:48:09,*华(195******96)	,0.00,-102.30,4835.58,支付宝,其它,售后退款-2026012722001854431447469553-T50060NP5036448243339502008	
1570729987726291870	,2026030610002001870580347992	,20260306012510000000870080864457	,	,2026-03-06 15:48:23,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.05,4835.53,支付宝,其它,1688增值买家保障服务费-3255688057830998495（单笔主订单各SKU子单的总费用）	
1570730011086091870	,2026030610002001360562021454	,3746687104	,	,2026-03-06 15:49:24,****y	,0.00,-18.40,4817.13,支付宝,其它,1688增值服务-先采后付售后退款:5081607972201296107-可咬兔子手摇铃玩具新生儿抓握训练宝	
1570782832011321421	,20260306102551010621420047030820	,2026030610121100030000000000340063836393	,	,2026-03-06 15:53:30,****y	,43000.00,0.00,47817.13,支付宝,其它,余利宝-基金赎回，转账到支付宝	
1570730009591591870	,20260306200040011100870060141937	,	,	,2026-03-06 15:53:54,**珍(zz_***@163.com)	,0.00,-47000.00,817.13,支付宝,其它,转账	
1570761630199951201	,2026030622001851201424868592	,11150600726030622876007341708	,诚e赊还款5037717386579340817跨境热卖儿童棒球发球练习器户外活动体育健身运动脚踩棒球玩具	,2026-03-06 15:59:23,*正(131******49)	,47.90,0.00,865.03,支付宝,其它,诚e赊还款5037717386579340817跨境热卖儿童棒球发球练习器户外活动体育健身运动脚踩棒球玩具	
1570761603401551200	,2026030622001851201424868592	,11150600726030622876007341708	,诚e赊还款5037717386579340817跨境热卖儿童棒球发球练习器户外活动体育健身运动脚踩棒球玩具	,2026-03-06 15:59:23,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-47.90,817.13,支付宝,交易分账,诚e赊还款:5037717386579340817因该笔订单已提前回款到商家，故应支付给保理公司	
1570761653716651201	,2026030622001851201421026307	,11150600726030642410945341708	,诚e赊还款5064611006787340817跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-06 15:59:24,*正(131******49)	,48.50,0.00,865.63,支付宝,其它,诚e赊还款5064611006787340817跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	
1570761550747751200	,2026030622001851201421026307	,11150600726030642410945341708	,诚e赊还款5064611006787340817跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-06 15:59:24,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-48.50,817.13,支付宝,交易分账,诚e赊还款:5064611006787340817因该笔订单已提前回款到商家，故应支付给保理公司	
1570761609025351201	,2026030622001851201422314552	,11150600726030611803265341708	,诚e赊还款5056801525235340817跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-06 16:01:24,*正(131******49)	,18.50,0.00,835.63,支付宝,其它,诚e赊还款5056801525235340817跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	
1570761589960051200	,2026030622001851201422314552	,11150600726030611803265341708	,诚e赊还款5056801525235340817跨境爆款桌面益智弹射玩具双人弹射趣味四连球 迷你手提跳球投射	,2026-03-06 16:01:24,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-18.50,817.13,支付宝,交易分账,诚e赊还款:5056801525235340817因该笔订单已提前回款到商家，故应支付给保理公司	
1570855873232943521	,2026030623001843521437703899	,T50060NP3278074371305225096	,手指弹射足球机热卖地摊玩具双人对战益智篮球机桌面聚会游戏玩具	,2026-03-06 16:24:32,*洁(zfb***@alipay.tech)	,66.00,0.00,883.13,支付宝,其它,手指弹射足球机热卖地摊玩具双人对战益智篮球机桌面聚会游戏玩具	
1570730025262391870	,2026030610002001870580357149	,FI960100FDO003926030602394357716	,	,2026-03-06 16:24:34,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.12,883.01,支付宝,其它,1688增值服务-1688-极速周转-服务费(3278074371305225096)	
1570786876253667441	,2026030622001867441439326020	,T50060NP3208375345960254867	,跨境新品 高尔夫球杆迷你套装亲子户外休闲运动玩具 现货批发	,2026-03-06 16:35:07,深圳市腾谊云仓科技有限公司(tengyiyc2023@163.com)	,363.47,0.00,1246.48,支付宝,其它,跨境新品 高尔夫球杆迷你套装亲子户外休闲运动玩具 现货批发	
1570786643907467441	,2026030622001867441439553942	,T50060NP3164948509588254867	,跨境新品 高尔夫球杆迷你套装亲子户外休闲运动玩具 现货批发	,2026-03-06 16:35:29,深圳市腾谊云仓科技有限公司(tengyiyc2023@163.com)	,144.60,0.00,1391.08,支付宝,其它,跨境新品 高尔夫球杆迷你套装亲子户外休闲运动玩具 现货批发	
1570730241453291870	,BO2026030631819456870205	,HJCAEB==500000067800015031==6327711549570176	,	,2026-03-06 16:35:10,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.50,1390.58,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345962254867)扣款）	
1570730016184491870	,BO2026030631804792870205	,HJCAEB==500000067800015031==6327695774700176	,	,2026-03-06 16:35:10,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.01,1389.57,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345961254867)扣款）	
1570730010340291870	,BO2026030631731223870205	,HJCAEB==500000067800015031==6327737620540176	,	,2026-03-06 16:35:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,1389.50,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345963254867)扣款）	
1570730060825091870	,BO2026030631770838870205	,HJCAEB==500000067800015031==6327673798840176	,	,2026-03-06 16:35:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.14,1389.36,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345964254867)扣款）	
1570730247676091870	,BO2026030631665823870205	,HJCAEB==500000067800015031==6327749405920176	,	,2026-03-06 16:35:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.09,1389.27,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345966254867)扣款）	
1570730251813391870	,BO2026030631725526870205	,HJCAEB==500000067800015031==6327714943160176	,	,2026-03-06 16:35:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.02,1389.25,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345967254867)扣款）	
1570730227646091870	,BO2026030631801230870205	,HJCAEB==500000067800015031==6327709651980176	,	,2026-03-06 16:35:11,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.14,1389.11,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3208375345960254867:3208375345965254867)扣款）	
1570730026693791870	,BO2026030631680061870205	,HJCAEB==500000067800015031==6327753804140176	,	,2026-03-06 16:35:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.11,1389.00,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509592254867)扣款）	
1570730059996191870	,BO2026030631811503870205	,HJCAEB==500000067800015031==6327755302420176	,	,2026-03-06 16:35:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.03,1388.97,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509591254867)扣款）	
1570730008234591870	,BO2026030631757238870205	,HJCAEB==500000067800015031==6327741817990176	,	,2026-03-06 16:35:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.04,1388.93,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509594254867)扣款）	
1570730028367691870	,BO2026030631664087870205	,HJCAEB==500000067800015031==6327705357110176	,	,2026-03-06 16:35:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.26,1388.67,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509590254867)扣款）	
1570730242176191870	,BO2026030631591567870205	,HJCAEB==500000067800015031==6327701164240176	,	,2026-03-06 16:35:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.04,1388.63,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509595254867)扣款）	
1570730046871491870	,BO2026030631690524870205	,HJCAEB==500000067800015031==6327751705750176	,	,2026-03-06 16:35:32,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.04,1388.59,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509593254867)扣款）	
1570730062333991870	,BO2026030631741978870205	,HJCAEB==500000067800015031==6327744113470176	,	,2026-03-06 16:35:33,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.11,1388.48,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509596254867)扣款）	
1570730059996391870	,BO2026030631787176870205	,HJCAEB==500000067800015031==6327754203040176	,	,2026-03-06 16:35:33,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.14,1388.34,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3164948509588254867:3164948509597254867)扣款）	
1570730051529291870	,2026030610002001870580181929	,20260306012510000000870081181738	,	,2026-03-06 16:41:12,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.11,1388.23,支付宝,其它,1688增值买家保障服务费-5094530065181305021（单笔主订单各SKU子单的总费用）	
1571233591166900351	,2026030610002001350563560017	,02960100030062426030600873085755	,	,2026-03-06 16:54:17,****y	,226.50,0.00,1614.73,支付宝,其它,1688增值服务-先采后付保理贴现:3273511944146917881	
1571193619430600041	,2026030610002001040588519964	,02960100030062426030600873073961	,	,2026-03-06 16:54:18,****y	,86.60,0.00,1701.33,支付宝,其它,1688增值服务-先采后付保理贴现:3278915510242917881	
1571094196176800161	,2026030610002001160558857507	,02960100030062426030600873100097	,	,2026-03-06 16:54:31,****y	,79.80,0.00,1781.13,支付宝,其它,1688增值服务-先采后付保理贴现:3276825782834588277	
1570730227649891870	,2026030610002001870580334083	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426030600873085755	,	,2026-03-06 16:54:19,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-1.31,1779.82,支付宝,其它,1688增值服务-先采后付提前回款费用-3273511944146917881	
1570730054759391870	,2026030610002001870580294394	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426030600873073961	,	,2026-03-06 16:54:19,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.50,1779.32,支付宝,其它,1688增值服务-先采后付提前回款费用-3278915510242917881	
1570730264757891870	,2026030610002001870580117494	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030062426030600873100097	,	,2026-03-06 16:54:32,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.46,1778.86,支付宝,其它,1688增值服务-先采后付提前回款费用-3276825782834588277	
1570786362217468211	,2026030622001868211446701423	,T50060NP5098382031991745200	,跨境月球欧洲地球星宫圆形1000片拼图  益智创意减压平面拼图	,2026-03-06 17:18:10,**国(177******66)	,35.50,0.00,1814.36,支付宝,其它,跨境月球欧洲地球星宫圆形1000片拼图  益智创意减压平面拼图	
1570730038999691870	,2026030610002001870580342899	,FI960100FDO004426030602394485322	,	,2026-03-06 17:18:12,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.06,1814.30,支付宝,其它,1688增值服务-1688-极速周转-服务费(5098382031991745200)	
1570766130244246171	,2026030623001846171404153691	,T50060NP3279092774949854670	,欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游戏绘画板戏水龟	,2026-03-06 17:55:24,**辉(167******01)	,35.00,0.00,1849.30,支付宝,其它,欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游戏绘画板戏水龟	
1570730256415791870	,2026030610002001870580286264	,FI960100FDO005426030602394764789	,	,2026-03-06 17:55:26,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.06,1849.24,支付宝,其它,1688增值服务-1688-极速周转-服务费(3279092774949854670)	
1570766119886846171	,2026030623001846171409147642	,T50060NP3279322490680854670	,欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游戏绘画板戏水龟	,2026-03-06 18:54:10,**辉(167******01)	,35.00,0.00,1884.24,支付宝,其它,欢乐彩蛋装饰套装复活节DIY彩绘蛋绘画游戏绘画板戏水龟	
1570730266262791870	,2026030610002001870580407704	,FI960100FDO005426030602394589248	,	,2026-03-06 18:54:11,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.06,1884.18,支付宝,其它,1688增值服务-1688-极速周转-服务费(3279322490680854670)	
1570730293739591870	,BO2026030631753966870205	,HJCAEB==500000066940001031==6328150991610176	,	,2026-03-06 19:16:21,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,1884.11,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5080913066620724008(5080913066620724008)_扣款）	
1570730309824991870	,BO2026030631906458870205	,HJCAEB==500000066940001031==6328193644110176	,	,2026-03-06 19:16:21,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,1884.04,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5075140106523724008(5075140106523724008)_扣款）	
1570730283234991870	,BO2026030632031967870205	,HJCAEB==500000066940001031==6328217414980176	,	,2026-03-06 19:16:21,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.07,1883.97,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5081527586276724008(5081527586276724008)_扣款）	
1570730319211991870	,2026030610002001870580326722	,20260306012510000000870081851587	,	,2026-03-06 19:16:22,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.12,1883.85,支付宝,其它,1688增值服务-先采后付服务费:5080671397612274803-跨境早教配对数字字母开锁游戏钥匙精细	
1570730272699991870	,BO2026030631945148870205	,HJCAEB==500000066940001031==6328172267870176	,	,2026-03-06 19:16:22,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,1883.80,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号3257606425124297162(3257606425124297162)_扣款）	
1570730241486091870	,2026030610002001870580238345	,20260306012510000000870081883804	,	,2026-03-06 19:16:23,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.12,1883.68,支付宝,其它,1688增值服务-先采后付服务费:5079490634295274803-跨境早教配对数字字母开锁游戏钥匙精细	
1570730314687891870	,2026030610002001870580390366	,20260306012510000000870081871744	,	,2026-03-06 19:16:28,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.11,1883.57,支付宝,其它,1688增值买家保障服务费-5079490634295274803（单笔主订单各SKU子单的总费用）	
1570730258704491870	,2026030610002001870580273290	,20260306012510000000870081669770	,	,2026-03-06 19:16:31,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.05,1883.52,支付宝,其它,1688增值买家保障服务费-3257636808031998495（单笔主订单各SKU子单的总费用）	
1570730321446891870	,2026030610002001870580291493	,20260306012510000000870081874265	,	,2026-03-06 19:16:34,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.11,1883.41,支付宝,其它,1688增值买家保障服务费-5080671397612274803（单笔主订单各SKU子单的总费用）	
1570730238538791870	,2026030610002001870580311874	,20260306012510000000870081747535	,	,2026-03-06 19:16:46,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.06,1883.35,支付宝,其它,1688增值买家保障服务费-5081496411199030845（单笔主订单各SKU子单的总费用）	
1570730226299691870	,2026030610002001870580243275	,20260306012510000000870081774720	,	,2026-03-06 19:16:48,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.12,1883.23,支付宝,其它,1688增值买家保障服务费-5079479367439073624（单笔主订单各SKU子单的总费用）	
