1570766850956144111	,2026022523001144111421639250	,T200P3261318385413831773	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	,2026-03-08 10:13:32	,*超(136******54)	,4.90	,0.00	,221.19	,支付宝	,交易付款	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	
1570736614468241611	,2026022523001141611449300337	,T200P3262287180388126489	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	,2026-03-08 10:13:33	,*东(sai***@163.com)	,11.75	,0.00	,232.94	,支付宝	,交易付款	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	
1570737803025861731	,2026022522001161731459407580	,T200P5084313264478923443	,网红款物理类12合1磁力科学实验套装 兴趣培养磁悬浮罗盘	,2026-03-08 10:13:36	,**瑞(349***@qq.com)	,19.18	,0.00	,252.12	,支付宝	,交易付款	,网红款物理类12合1磁力科学实验套装 兴趣培养磁悬浮罗盘	
1570787190936777440	,2026022522001177441409793978	,T200P5084092946766052037	,休闲整蛊搞怪多人挤痘痘喷水解压玩具亲子互动搞笑聚会桌面游戏	,2026-03-08 10:13:56	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,252.01	,支付宝	,交易分账	,基础软件服务费(5084092946766052037)扣款	
1570736795978541610	,2026022523001141611449300337	,T200P3262287180388126489	,儿童男女孩早教音乐大象长颈鹿河马尤克里里益智弹奏亲子互动玩具	,2026-03-08 10:14:00	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.07	,251.94	,支付宝	,交易分账	,基础软件服务费(3262287180388126489)扣款	
1570737791660261730	,2026022522001161731459407580	,T200P5084313264478923443	,网红款物理类12合1磁力科学实验套装 兴趣培养磁悬浮罗盘	,2026-03-08 10:14:01	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.12	,251.82	,支付宝	,交易分账	,基础软件服务费(5084313264478923443)扣款	
1570766869120344110	,2026022523001144111421639250	,T200P3261318385413831773	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	,2026-03-08 10:14:01	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.03	,251.79	,支付宝	,交易分账	,基础软件服务费(3261318385413831773)扣款	
1570792160779761531	,2026021422001161531448047573	,T200P5072189436304798035	,立趣手提礼品盒套装儿童颗粒积木幼儿园拼装益智玩具伴手礼物	,2026-03-08 10:38:09	,*进(138******98)	,39.39	,0.00	,291.18	,支付宝	,交易付款	,立趣手提礼品盒套装儿童颗粒积木幼儿园拼装益智玩具伴手礼物	
1570792199771961530	,2026021422001161531448047573	,T200P5072189436304798035	,立趣手提礼品盒套装儿童颗粒积木幼儿园拼装益智玩具伴手礼物	,2026-03-08 10:38:43	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.24	,290.94	,支付宝	,交易分账	,基础软件服务费(5072189436304798035)扣款	
1570859373165017520	,20260308019130101000520029197995	,20260308009130501000520086425761	,	,2026-03-08 11:17:43	,****y	,0.00	,-290.94	,0.00	,支付宝	,转账	,余额自动转入	
1570790610409680321	,2026022122001180321454509193	,T200P5077873080552914427	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	,2026-03-08 11:40:35	,**清(156******15)	,10.00	,0.00	,10.00	,支付宝	,交易付款	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	
1570722289163599841	,2026022322001199841412152510	,T200P3257255966840980051	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具 等多件	,2026-03-08 11:40:36	,**宝(171***@qq.com)	,15.21	,0.00	,25.21	,支付宝	,交易付款	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具 鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	
1570722219431599840	,2026022322001199841412152510	,T200P3257255966840980051	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具 等多件	,2026-03-08 11:41:05	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.05	,25.16	,支付宝	,交易分账	,基础软件服务费(3257255966840980051)扣款	
1570859413891717520	,20260308102551010417520077925374	,26030869760769510154	,	,2026-03-08 11:42:50	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,24.56	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502120652016012739	
1570722228490199840	,2026022322001199841412152510	,T200P3257255966840980051	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具 等多件	,2026-03-08 11:43:34	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.04	,24.52	,支付宝	,交易分账	,基础软件服务费(3257255966840980051)扣款	
1570790657230280320	,2026022122001180321454509193	,T200P5077873080552914427	,鲁班锁透明琉璃色系列各种难度解谜超难儿童益智孔明锁玩具	,2026-03-08 11:46:03	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,24.46	,支付宝	,交易分账	,基础软件服务费(5077873080552914427)扣款	
1570737639278212991	,2020062310002001520253220215|20260308601895425202	,F-capital-general-C-CG62603089010692888	,	,2026-03-08 11:51:06	,**林(136******21)	,3.00	,0.00	,27.46	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570901896997274520	,2026030800073032521700X43PR5	,vouchercore|2026030800073032521700X43PR5	,	,2026-03-08 11:51:08	,2088************0156	,0.00	,-3.00	,24.46	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M189699963707594	
1570789806154186391	,2026022522001186391422715992	,T200P5082865309748900045	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-08 12:17:51	,**雅(185******90)	,15.48	,0.00	,39.94	,支付宝	,交易付款	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	
1570789818399786390	,2026022522001186391422715992	,T200P5082865309748900045	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-08 12:26:56	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,39.85	,支付宝	,交易分账	,基础软件服务费(5082865309748900045)扣款	
1570737660729712991	,2020062310002001520253220215|20260308599217785202	,F-capital-general-C-CG62603089011595295	,	,2026-03-08 13:37:04	,**林(136******21)	,5.00	,0.00	,44.85	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570855650258579520	,2026030800073032521700X3H0SY	,vouchercore|2026030800073032521700X3H0SY	,	,2026-03-08 13:37:06	,2088************0156	,0.00	,-5.00	,39.85	,支付宝	,其它	,商家权益红包-预算追加-淘宝虚假发货赔付红包-赔付红包-2026020400073001521700JUWMKX-P3M189709582957594	
1570738143429563611	,2026011622001163611459659182	,T200P3188550720112635978	,孩子空气动力车男女孩益智按压气球车发射台儿童新奇特小车玩具	,2026-03-08 13:40:40	,* YI THENG(60-149****32)	,8.80	,0.00	,48.65	,支付宝	,交易付款	,孩子空气动力车男女孩益智按压气球车发射台儿童新奇特小车玩具	
1570738135287063610	,2026011622001163611459659182	,T200P3188550720112635978	,孩子空气动力车男女孩益智按压气球车发射台儿童新奇特小车玩具	,2026-03-08 13:40:48	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.05	,48.60	,支付宝	,交易分账	,基础软件服务费(3188550720112635978)扣款	
1570738108178463610	,2026011622001163611459659182	,T200P3188550720112635978	,孩子空气动力车男女孩益智按压气球车发射台儿童新奇特小车玩具	,2026-03-08 13:40:49	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-0.88	,47.72	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(3188550720112635978)端内扣款	
1570738000583963610	,2026011622001163611459659182	,T200P3188550720112635978	,孩子空气动力车男女孩益智按压气球车发射台儿童新奇特小车玩具	,2026-03-08 13:40:50	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.44	,47.28	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(3188550720112635978)扣款	
1570859228814417520	,20260308102551010617520078958011	,26030869804555610421	,	,2026-03-08 15:58:30	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,46.68	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3282734821393211998	
1570859289942717520	,20260308102551010617520079252060	,26030869354822510720	,	,2026-03-08 16:47:00	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,46.08	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502112408009006747	
1570859408833417520	,20260308102551010717520079600211	,26030869414219710818	,	,2026-03-08 16:57:57	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,45.48	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3283506555148691869	
1570859374212117520	,20260308102551010717520079558025	,26030869737464710998	,	,2026-03-08 18:06:05	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,44.88	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3282541176220354399	
1570859576325617520	,20260308102551010717520080035632	,26030869630078910183	,	,2026-03-08 18:06:28	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,44.28	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3281450234171856366	
1570785415312843051	,2026030223001143051416315946	,T200P3271682967651340374	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-08 21:02:31	,*娜(176******99)	,18.63	,0.00	,62.91	,支付宝	,交易付款	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	
1570785363270043050	,2026030223001143051416315946	,T200P3271682967651340374	,室内亲子朋友互动多款桌游玩具新款电动推币游戏机滚珠猜拳抓球机	,2026-03-08 21:02:50	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.11	,62.80	,支付宝	,交易分账	,基础软件服务费(3271682967651340374)扣款	
1570859809454717521	,2020062310002001520253220215|20260309613065895202	,F-capital-general-C-CG62603099017659237	,	,2026-03-09 00:02:22	,**林(136******21)	,3.00	,0.00	,65.80	,支付宝	,其它	,淘宝消费者保证金-解冻-null	
1570855560402080520	,2026030900073032521700X46LSV	,vouchercore|2026030900073032521700X46LSV	,	,2026-03-09 00:02:22	,2088************0156	,0.00	,-3.00	,62.80	,支付宝	,其它	,商家权益红包-预算追加-卖家延迟发货赔付红包-赔付红包-2025051200073001521700F8RXXM-P3M189767041057594	
1570859515998617520	,2020062310002001520253220215	,C-jibu-F-19af723cc8dc4a375465bfa99d758b05	,	,2026-03-09 00:02:22	,**林(136******21)	,0.00	,-1.10	,61.70	,支付宝	,其它	,淘宝消费者保证金-充值（代扣）-红包冻结	
1570782599010465541	,2026030422001165541428573091	,T200P5095144980784697617	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 01:51:57	,8*(852-61****68)	,41.14	,0.00	,102.84	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570782549635865540	,2026030422001165541428573091	,T200P5095144980784697617	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 01:57:34	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.25	,102.59	,支付宝	,交易分账	,基础软件服务费(5095144980784697617)扣款	
1570782621394665540	,2026030422001165541428573091	,T200P5095144980784697617	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 01:57:35	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-4.11	,98.48	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(5095144980784697617)端内扣款	
1570782631021365540	,2026030422001165541428573091	,T200P5095144980784697617	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 01:57:36	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-2.06	,96.42	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(5095144980784697617)扣款	
1570738236981896711	,2026022622001196711447718429	,T200P3262935901761120854	,儿童创意变形手表机器人电子显示手表变形手机闹钟礼品玩具	,2026-03-09 09:33:28	,**丽(137******58)	,20.13	,0.00	,116.55	,支付宝	,交易付款	,儿童创意变形手表机器人电子显示手表变形手机闹钟礼品玩具	
1570775997302882401	,2026022622001182401427149148	,T200P3263692226560142574	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	,2026-03-09 09:33:29	,**婷(331***@qq.com)	,4.90	,0.00	,121.45	,支付宝	,交易付款	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	
1570792439746218311	,2026022623001118311455101807	,T200P5085456156184556530	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	,2026-03-09 09:33:30	,**承(137******45)	,4.90	,0.00	,126.35	,支付宝	,交易付款	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	
1570790414772588391	,2026022622001188391416700627	,T200P5085786493027087733	,儿童DIY科学物理14合1化学实验植物生态气象站动物观察器培训玩具	,2026-03-09 09:33:31	,*甜(gut***@163.com)	,9.90	,0.00	,136.25	,支付宝	,交易付款	,儿童DIY科学物理14合1化学实验植物生态气象站动物观察器培训玩具	
1570730476242795751	,2026022622001195751403297374	,T200P3263425897824691068	,儿童蒙氏早教开锁玩具幼儿园宝宝数字母认知钥匙配对动手益智教具	,2026-03-09 09:33:33	,*喆(mzc***@tom.com)	,36.80	,0.00	,173.05	,支付宝	,交易付款	,儿童蒙氏早教开锁玩具幼儿园宝宝数字母认知钥匙配对动手益智教具	
1570737013030632671	,2026022623001132671406984294	,T200P4502076913008009825	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-09 09:33:33	,**扬(adr***@gmail.com)	,10.80	,0.00	,183.85	,支付宝	,交易付款	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	
1570792526465818310	,2026022623001118311455101807	,T200P5085456156184556530	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	,2026-03-09 09:33:58	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.03	,183.82	,支付宝	,交易分账	,基础软件服务费(5085456156184556530)扣款	
1570737134911232670	,2026022623001132671406984294	,T200P4502076913008009825	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-09 09:34:57	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,183.76	,支付宝	,交易分账	,基础软件服务费(4502076913008009825)扣款	
1570737191071432670	,2026022623001132671406984294	,T200P4502076913008009825	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-09 09:34:58	,杭州阿里巴巴海外网络科技有限公司(tthwqtg@service.aliyun.com)	,0.00	,-1.08	,182.68	,支付宝	,交易分账	,淘宝天猫跨境服务增值费(4502076913008009825)端内扣款	
1570737005593932670	,2026022623001132671406984294	,T200P4502076913008009825	,搞笑整蛊录音变声器变声喇叭扩音神器恶搞话筒扩音器玩具新奇	,2026-03-09 09:34:59	,杭州淘天海外网络技术有限公司(qqby@service.aliyun.com)	,0.00	,-0.54	,182.14	,支付宝	,交易分账	,淘宝天猫跨境服务基础费(4502076913008009825)扣款	
1570790382309788390	,2026022622001188391416700627	,T200P5085786493027087733	,儿童DIY科学物理14合1化学实验植物生态气象站动物观察器培训玩具	,2026-03-09 09:35:38	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.06	,182.08	,支付宝	,交易分账	,基础软件服务费(5085786493027087733)扣款	
1570730412624395750	,2026022622001195751403297374	,T200P3263425897824691068	,儿童蒙氏早教开锁玩具幼儿园宝宝数字母认知钥匙配对动手益智教具	,2026-03-09 09:36:40	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,181.86	,支付宝	,交易分账	,基础软件服务费(3263425897824691068)扣款	
1570776016457682400	,2026022622001182401427149148	,T200P3263692226560142574	,亲子户外运动娱乐玩具软飞盘柔软回力镖手抛回旋镖三叶镖互动玩具	,2026-03-09 09:36:54	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.03	,181.83	,支付宝	,交易分账	,基础软件服务费(3263692226560142574)扣款	
1570715798687408261	,2026022523001108261452469011	,T200P3261031718421082482	,感应指尖陀螺飞行器智能回旋科技悬浮飞行解压发光儿童趣味玩具	,2026-03-09 09:37:19	,**蓉(189******33)	,14.93	,0.00	,196.76	,支付宝	,交易付款	,感应指尖陀螺飞行器智能回旋科技悬浮飞行解压发光儿童趣味玩具	
1570715755128208260	,2026022523001108261452469011	,T200P3261031718421082482	,感应指尖陀螺飞行器智能回旋科技悬浮飞行解压发光儿童趣味玩具	,2026-03-09 09:37:59	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,196.67	,支付宝	,交易分账	,基础软件服务费(3261031718421082482)扣款	
1570778242014228081	,2026022623001128081457755609	,T200P5086203697121284942	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 09:37:59	,*薇(152******59)	,15.80	,0.00	,212.47	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570778256824628080	,2026022623001128081457755609	,T200P5086203697121284942	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 09:38:39	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,212.38	,支付宝	,交易分账	,基础软件服务费(5086203697121284942)扣款	
1570738162222496710	,2026022622001196711447718429	,T200P3262935901761120854	,儿童创意变形手表机器人电子显示手表变形手机闹钟礼品玩具	,2026-03-09 09:42:12	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.12	,212.26	,支付宝	,交易分账	,基础软件服务费(3262935901761120854)扣款	
1571092109985600881	,20260309110070001506880005428928	,2026030915000500010Z40170410017694926	,	,2026-03-09 09:52:14	,2088************0156	,4884.00	,0.00	,5096.26	,支付宝	,其它	,003-tuoguan	
1570859541162417520	,20260309019130101000520029684793	,20260309009130501000520086936706	,	,2026-03-09 11:24:01	,****y	,0.00	,-5096.26	,0.00	,支付宝	,转账	,余额自动转入	
1570772245018552011	,2026022322001152011442925837	,T200P3257251536895525659	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 13:34:09	,**群(she***@163.com)	,28.80	,0.00	,28.80	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570772308851252010	,2026022322001152011442925837	,T200P3257251536895525659	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 13:34:31	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.17	,28.63	,支付宝	,交易分账	,基础软件服务费(3257251536895525659)扣款	
1570859901716617520	,20260309102551010517520083450455	,26030969949672410707	,	,2026-03-09 13:42:12	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,28.03	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3284627161555828459	
1570859639525117520	,20260309102551010517520083624479	,26030969730218010953	,	,2026-03-09 13:43:02	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,27.43	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3284733471422007570	
1570859629835917520	,20260309102551010517520083383583	,26030969747648810968	,	,2026-03-09 13:51:38	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,26.83	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号4502109279060029101	
1570859733286717520	,20260309102551010617520083967901	,26030969530944310177	,	,2026-03-09 15:45:12	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,26.23	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3285393747047780699	
1570795592697017441	,2026021523001117441427926508	,T200P4502054485026000644	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-09 16:12:22	,**霞(152******63)	,19.32	,0.00	,45.55	,支付宝	,交易付款	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	
1570795879568817440	,2026021523001117441427926508	,T200P4502054485026000644	,魔法机钻石器头发贴女孩过家家玩具儿童diy手动发饰钉钻机	,2026-03-09 16:18:54	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.12	,45.43	,支付宝	,交易分账	,基础软件服务费(4502054485026000644)扣款	
1570789658175141441	,2026030523001141441439536396	,T200P3277735899498311370	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	,2026-03-09 18:01:53	,* WYK SOLOMON SAMUEL(sol***@gmail.com)	,53.60	,0.00	,99.03	,支付宝	,交易付款	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	
1570789668387041440	,2026030523001141441439536396	,T200P3277735899498311370	,儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏朋友PK比赛道具玩具	,2026-03-09 18:02:12	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.32	,98.71	,支付宝	,交易分账	,基础软件服务费(3277735899498311370)扣款	
1570767415559332111	,2026030323001132111449800504	,T200P5094658838898108936	,蒙氏教具早教亲子互动益智敲钉子锤子打桩台玩具儿童专注力训练	,2026-03-09 18:11:27	,**梅(308***@qq.com)	,15.53	,0.00	,114.24	,支付宝	,交易付款	,蒙氏教具早教亲子互动益智敲钉子锤子打桩台玩具儿童专注力训练	
1570767394751332110	,2026030323001132111449800504	,T200P5094658838898108936	,蒙氏教具早教亲子互动益智敲钉子锤子打桩台玩具儿童专注力训练	,2026-03-09 18:11:42	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.09	,114.15	,支付宝	,交易分账	,基础软件服务费(5094658838898108936)扣款	
1570783230673644211	,2026030223001144211422021296	,T200P3270831960427086472	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 20:59:41	,**芝(130******33)	,12.57	,0.00	,126.72	,支付宝	,交易付款	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	
1570783204727044210	,2026030223001144211422021296	,T200P3270831960427086472	,抢答器按钮亮灯简易手压式按铃器家用知识竞赛无线公开课互动教具	,2026-03-09 20:59:47	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.08	,126.64	,支付宝	,交易分账	,基础软件服务费(3270831960427086472)扣款	
1570765837140859111	,2026030422001159111458784503	,T200P5095771812047694848	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-10 08:20:54	,**芝(bil***@126.com)	,180.00	,0.00	,306.64	,支付宝	,交易付款	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具	
1570765951983159110	,2026030422001159111458784503	,T200P5095771812047694848	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-10 08:26:58	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,306.42	,支付宝	,交易分账	,基础软件服务费(5095771812047694848)扣款	
1570765919319459110	,2026030422001159111458784503	,T200P5095771812047694848	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-10 08:28:08	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.32	,306.10	,支付宝	,交易分账	,基础软件服务费(5095771812047694848)扣款	
1570765855486259110	,2026030422001159111458784503	,T200P5095771812047694848	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-10 08:31:16	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.22	,305.88	,支付宝	,交易分账	,基础软件服务费(5095771812047694848)扣款	
1570765910285559110	,2026030422001159111458784503	,T200P5095771812047694848	,公鸡下蛋抖球盒子亲子互动团建拓展游戏道具室内幼儿园户外玩具 等多件	,2026-03-10 08:31:46	,浙江淘宝商业科技有限公司(rjfwf@service.aliyun.com)	,0.00	,-0.32	,305.56	,支付宝	,交易分账	,基础软件服务费(5095771812047694848)扣款	
1570860209036717520	,20260310102551010417520086834146	,26031069623449711006	,	,2026-03-10 10:14:01	,国泰财产保险有限责任公司(accounting7@cathay-ins.com.cn)	,0.00	,-0.60	,304.96	,支付宝	,其它	,保险承保-卖家版运费险保费收取:淘宝订单号3282383354493321362	
1570744713093816691	,2026022723001116691403882801	,T200P3265909141951340966	,儿童创意变形手表机器人电子显示手表变形手机闹钟礼品玩具	,2026-03-10 10:45:33	,*湖(159******02)	,20.13	,0.00	,325.09	,支付宝	,交易付款	,儿童创意变形手表机器人电子显示手表变形手机闹钟礼品玩具	
1570711147865772281	,2026022722001172281415603499	,T200P3266105052552119562	,儿童趣味数字天平卡通动物儿童早教算术加减玩具益智亲子桌面游戏	,2026-03-10 10:45:36	,**丽(134******61)	,19.90	,0.00	,344.99	,支付宝	,交易付款	,儿童趣味数字天平卡通动物儿童早教算术加减玩具益智亲子桌面游戏	
1570782167154739471	,2026022723001139471416575643	,T200P3266245596028836788	,早教网红吞珠子青蛙吃豆游戏爆款贪吃小乌龟亲子互动益智玩具	,2026-03-10 10:45:37	,**华(131******13)	,16.90	,0.00	,361.89	,支付宝	,交易付款	,早教网红吞珠子青蛙吃豆游戏爆款贪吃小乌龟亲子互动益智玩具	
1570738090145612991	,2026022723001112991449498879	,T200P5087221416486079534	,儿童厨房玩具套装女孩过家家小宝宝小孩煮饭女童男孩做饭仿真厨具	,2026-03-10 10:45:37	,**莲(617***@qq.com)	,18.90	,0.00	,380.79	,支付宝	,交易付款	,儿童厨房玩具套装女孩过家家小宝宝小孩煮饭女童男孩做饭仿真厨具	
1570790443004206221	,2026022723001106221410239227	,T200P3265230324025815864	,曼哈顿球手抓球婴儿可咬抚触球忙碌球曼哈顿原子球拉拉乐抓握球	,2026-03-10 10:45:38	,*洋(xcz***@163.com)	,12.90	,0.00	,393.69	,支付宝	,交易付款	,曼哈顿球手抓球婴儿可咬抚触球忙碌球曼哈顿原子球拉拉乐抓握球	
