1570785633131429210	,BO2026030920437589210205	,HJCAEB==500000067800015031==6335618909930194	,	,2026-03-09 09:36:38,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.19,8180.90,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3180531183711040081:3180531183715040081)扣款）	
1570785511759729210	,2026030910002001210528605628	,202603090125100000002100971811669	,	,2026-03-09 09:36:46,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.13,8180.77,支付宝,其它,1688增值买家保障服务费-3263667348797059697（单笔主订单各SKU子单的总费用）	
1570785661503129210	,2026030910002001210528574569	,202603090125100000002100971804072	,	,2026-03-09 09:36:46,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.33,8180.44,支付宝,其它,1688增值买家保障服务费-3263396090726247383（单笔主订单各SKU子单的总费用）	
1570785711574629210	,2026030910002001210528270810	,202603090125100000002100971742955	,	,2026-03-09 09:36:59,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.37,8180.07,支付宝,其它,1688增值买家保障服务费-3262014230444955272（单笔主订单各SKU子单的总费用）	
1570714468630107281	,2026022523001807281407637136	,T50060NP5083552443992284314	,夏季游泳池潜水玩具鱼雷戏水玩具套装搭配潜水海草	,2026-03-09 09:37:24,2088************0156	,67.20,0.00,8247.27,支付宝,交易分账,一六发发餐饮_超链商家收款_订单号:5083552443992284314(5083552443993284314)	
1570716885725154801	,2026022622001854801418162815	,T50060NP3262117875589730579	,正版奥特曼黄鸭沙滩桶玩沙戏水挖沙铲工具套装海边摆摊沙滩套装	,2026-03-09 09:37:43,2088************0156	,147.50,0.00,8394.77,支付宝,交易分账,一六发发餐饮_超链商家收款_订单号:3262117875589730579(3262117875589730579)	
1570785633131629210	,2026030910002001210528347144	,202603090125100000002100971944659	,	,2026-03-09 09:37:00,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.05,8394.72,支付宝,其它,1688增值服务-先采后付服务费:3261579854103532663-儿童手推飞机玩具宝宝学步车推推乐学走	
1570785507859129210	,2026030910002001210528353044	,202603090125100000002100971926805	,	,2026-03-09 09:37:03,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.20,8394.52,支付宝,其它,1688增值服务-先采后付服务费:3227060424794168262-儿童仿真清洁工具推车过家家吸尘器扫把	
1570785499719729210	,2026030910002001210528413782	,202603090125100000002100972070982	,	,2026-03-09 09:37:29,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.34,8394.18,支付宝,其它,1688增值买家保障服务费-5085600984294500702（单笔主订单各SKU子单的总费用）	
1570785549255929210	,BO2026030920345696210205	,HJCAEB==500000066940001031==6335571680220194	,	,2026-03-09 09:37:29,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.29,8393.89,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5085381852580172443(5085381852580172443)_扣款）	
1570785459733429210	,2026030910002001210528582353	,202603090125100000002100972047351	,	,2026-03-09 09:37:31,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.62,8393.27,支付宝,其它,1688增值买家保障服务费-3262557542178672385（单笔主订单各SKU子单的总费用）	
1570785621888029210	,BO2026030920570387210205	,HJCAEB==500000066940001031==6335621012550194	,	,2026-03-09 09:37:33,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.29,8392.98,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5081463327662460319(5081463327662460319)_扣款）	
1570785669772629210	,2026030910002001210528381731	,202603090125100000002100971879277	,	,2026-03-09 09:37:36,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-2.46,8390.52,支付宝,其它,1688增值买家保障服务费-3263311920567615757（单笔主订单各SKU子单的总费用）	
1570785504504029210	,2026030910002001210528384588	,202603090125100000002100971751424	,	,2026-03-09 09:37:43,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.50,8390.02,支付宝,其它,1688增值买家保障服务费-5085458712441080129（单笔主订单各SKU子单的总费用）	
1570785496108429210	,2026030910002001210528306383	,202603090125100000002100971742978	,	,2026-03-09 09:37:44,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.29,8389.73,支付宝,其它,1688增值买家保障服务费-3263242189376437655（单笔主订单各SKU子单的总费用）	
1570781737735859051	,2026022622001859051441382050	,T50060NP5085643286776172833	,儿童仿真清洁工具推车过家家吸尘器扫把拖布套装清洁卫生玩具	,2026-03-09 09:38:56,2088************0156	,55.95,0.00,8445.68,支付宝,交易分账,一六发发餐饮_超链商家收款_订单号:5085643286776172833(5085643286776172833)	
1570785745109029210	,2026030910002001210528541855	,202603090125100000002100972063572	,	,2026-03-09 09:38:36,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.26,8445.42,支付宝,其它,1688增值买家保障服务费-3262353852310655179（单笔主订单各SKU子单的总费用）	
1570781125995381471	,2026030910002001470592148427	,3721782680	,	,2026-03-09 09:41:12,****y	,38.57,0.00,8483.99,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]3227060424794168262-儿童仿真清洁工具推车过	
1571112506363300151	,2026030910002001150542391637	,02960100030022426030900876150635	,	,2026-03-09 09:45:35,****y	,111.96,0.00,8595.95,支付宝,其它,1688增值服务-先采后付保理贴现:3262557542178672385	
1571083912284000831	,2026030910002001830576296035	,02960100030022426030900876163483	,	,2026-03-09 09:45:37,****y	,28.82,0.00,8624.77,支付宝,其它,1688增值服务-先采后付保理贴现:5085216038238617224	
1571087866900600911	,2026030910002001910547905100	,02960100030022426030900876184069	,	,2026-03-09 09:45:46,****y	,428.00,0.00,9052.77,支付宝,其它,1688增值服务-先采后付保理贴现:3263311920567615757	
1570785492941029210	,2026030910002001210528520722	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876150635	,	,2026-03-09 09:45:36,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.66,9052.11,支付宝,其它,1688增值服务-先采后付提前回款费用-3262557542178672385	
1570785633132329210	,2026030910002001210528235682	,202603090125100000002100971952604	,	,2026-03-09 09:45:37,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.56,9051.55,支付宝,其它,1688增值服务-先采后付服务费:3262557542178672385-跨境儿童益智抢答器蜂鸣器课堂知识竞赛	
1570785677108229210	,2026030910002001210528543704	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876163483	,	,2026-03-09 09:45:38,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.17,9051.38,支付宝,其它,1688增值服务-先采后付提前回款费用-5085216038238617224	
1570785531290829210	,2026030910002001210528437085	,202603090125100000002100972017031	,	,2026-03-09 09:45:39,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.14,9051.24,支付宝,其它,1688增值服务-先采后付服务费:5085216038238617224-黄鸭子儿童沙滩玩具套装海边户外玩沙戏	
1570785457904529210	,BO2026030920434979210205	,HJCAEB==500000066940001031==6335633257170194	,	,2026-03-09 09:45:41,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.17,9051.07,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5085216038238617224(5085216038238617224)_扣款）	
1570785698515429210	,2026030910002001210528403372	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876184069	,	,2026-03-09 09:45:48,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-2.53,9048.54,支付宝,其它,1688增值服务-先采后付提前回款费用-3263311920567615757	
1570785486916229210	,2026030910002001210528555235	,202603090125100000002100971885248	,	,2026-03-09 09:45:49,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-2.14,9046.40,支付宝,其它,1688增值服务-先采后付服务费:3263311920567615757-跨境儿童益智抢答器蜂鸣器课堂知识竞赛	
1571087234179700861	,2026030910002001860513113658	,02960100030022426030900876140715	,	,2026-03-09 09:46:38,****y	,11.00,0.00,9057.40,支付宝,其它,1688增值服务-先采后付保理贴现:3262005300894927488	
1570785623260929210	,2026030910002001210528288648	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876140715	,	,2026-03-09 09:46:39,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.06,9057.34,支付宝,其它,1688增值服务-先采后付提前回款费用-3262005300894927488	
1570785481771929210	,2026030910002001210528532687	,202603090125100000002100971863097	,	,2026-03-09 09:46:40,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.06,9057.28,支付宝,其它,1688增值服务-先采后付服务费:3262005300894927488-跨境儿童记忆游戏机LED灯光音效多人互动	
1571185053506600621	,2026030910002001620530092973	,02960100030022426030900876135883	,	,2026-03-09 09:49:59,****y	,25.34,0.00,9082.62,支付宝,其它,1688增值服务-先采后付保理贴现:3261980426645534766	
1571114374399000591	,2026030910002001590587999243	,02960100030022426030900876130943	,	,2026-03-09 09:50:05,****y	,38.20,0.00,9120.82,支付宝,其它,1688增值服务-先采后付保理贴现:3262759249014217170	
1571133594888800481	,2026030910002001480507835280	,02960100030022426030900876161697	,	,2026-03-09 09:50:40,****y	,28.82,0.00,9149.64,支付宝,其它,1688增值服务-先采后付保理贴现:5085401580764421420	
1571095144686300161	,2026030910002001160560228802	,02960100030022426030900876159687	,	,2026-03-09 09:50:41,****y	,149.36,0.00,9299.00,支付宝,其它,1688增值服务-先采后付保理贴现:5085242137694440914	
1570785675348029210	,2026030910002001210528477526	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876135883	,	,2026-03-09 09:50:00,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.15,9298.85,支付宝,其它,1688增值服务-先采后付提前回款费用-3261980426645534766	
1570785724330729210	,2026030910002001210528476261	,202603090125100000002100972172454	,	,2026-03-09 09:50:01,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.13,9298.72,支付宝,其它,1688增值服务-先采后付服务费:3261980426645534766-外贸儿童仿真清洁工具推车过家家吸尘器	
1570785665356529210	,BO2026030920324712210205	,HJCAEB==500000067800015031==6335664545430194	,	,2026-03-09 09:50:02,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.11,9298.61,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3261980426645534766:3261980426645534766)扣款）	
1570785691967029210	,2026030910002001210528546792	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876161697	,	,2026-03-09 09:50:41,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.17,9298.44,支付宝,其它,1688增值服务-先采后付提前回款费用-5085401580764421420	
1571164078032000851	,2026030910002001850533382155	,02960100030022426030900876154775	,	,2026-03-09 09:51:23,****y	,12.00,0.00,9310.44,支付宝,其它,1688增值服务-先采后付保理贴现:3262824339786030174	
1571058934896500281	,2026030910002001280570937772	,02960100030022426030900876190069	,	,2026-03-09 09:51:33,****y	,127.75,0.00,9438.19,支付宝,其它,1688增值服务-先采后付保理贴现:3263127313784499575	
1570785510231129210	,2026030910002001210528471959	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876154775	,	,2026-03-09 09:51:24,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.07,9438.12,支付宝,其它,1688增值服务-先采后付提前回款费用-3262824339786030174	
1570785663877929210	,2026030910002001210528513334	,202603090125100000002100972125642	,	,2026-03-09 09:51:25,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.06,9438.06,支付宝,其它,1688增值服务-先采后付服务费:3262824339786030174-跨境儿童记忆游戏机LED灯光音效多人互动	
1570785684358629210	,2026030910002001210528447703	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876190069	,	,2026-03-09 09:51:34,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.75,9437.31,支付宝,其它,1688增值服务-先采后付提前回款费用-3263127313784499575	
1570785652079429210	,2026030910002001210528400637	,202603090125100000002100971972822	,	,2026-03-09 09:51:35,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.64,9436.67,支付宝,其它,1688增值服务-先采后付服务费:3263127313784499575-跨境卡通萌趣香蕉对讲机户外远程手持一	
1571173610278600131	,2026030910002001130595974260	,02960100030022426030900876152867	,	,2026-03-09 09:52:09,****y	,12.00,0.00,9448.67,支付宝,其它,1688增值服务-先采后付保理贴现:3263392812085030174	
1570785663039629210	,2026030910002001210528399049	,202603090125100000002100972199423	,	,2026-03-09 09:52:02,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.14,9448.53,支付宝,其它,1688增值服务-先采后付服务费:5085401580764421420-黄鸭子儿童沙滩玩具套装海边户外玩沙戏	
1570785666132229210	,2026030910002001210528540065	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876152867	,	,2026-03-09 09:52:11,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.07,9448.46,支付宝,其它,1688增值服务-先采后付提前回款费用-3263392812085030174	
1570785531291329210	,2026030910002001210528375486	,202603090125100000002100972047974	,	,2026-03-09 09:52:34,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.19,9448.27,支付宝,其它,1688增值服务-先采后付服务费:3262759249014217170-跨境早教配对数字字母开锁游戏钥匙精细	
1570785519883329210	,BO2026030920413361210205	,p23lgbJIwMCh9LgZG74CbgEGHViWCjtxEzzLZ/XgpUo=	,	,2026-03-09 09:52:34,阿里巴巴（中国）网络技术有限公司(alip4p2@alibaba-inc.com)	,0.00,-0.66,9447.61,支付宝,转账,1688分销客佣金代扣款[3262759249014217170]	
1570785674729429210	,2026030910002001210528340950	,202603090125100000002100972002573	,	,2026-03-09 09:52:35,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.75,9446.86,支付宝,其它,1688增值服务-先采后付服务费:5085242137694440914-跨境Fidget Pad减压手柄 陀螺魔方游戏手柄指	
1570785699395829210	,2026030910002001210528370815	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876130943	,	,2026-03-09 09:52:36,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.23,9446.63,支付宝,其它,1688增值服务-先采后付提前回款费用-3262759249014217170	
1571084775083900991	,2026030910002001990585020010	,02960100030022426030900876148967	,	,2026-03-09 09:54:12,****y	,25.79,0.00,9472.42,支付宝,其它,1688增值服务-先采后付保理贴现:5085496009477398025	
1570785648012029210	,2026030910002001210528364345	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876148967	,	,2026-03-09 09:54:13,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.15,9472.27,支付宝,其它,1688增值服务-先采后付提前回款费用-5085496009477398025	
1570785465043429210	,2026030910002001210528336644	,202603090125100000002100972031775	,	,2026-03-09 09:54:14,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.13,9472.14,支付宝,其它,1688增值服务-先采后付服务费:5085496009477398025-跨境儿童益智抢答器蜂鸣器课堂知识竞赛	
1571195223862300321	,2026030910002001320506272431	,02960100030022426030900876212051	,	,2026-03-09 09:57:42,****y	,8.80,0.00,9480.94,支付宝,其它,1688增值服务-先采后付保理贴现:3262457067360112270	
1570785658210029210	,2026030910002001210528383384	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876212051	,	,2026-03-09 09:57:44,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.05,9480.89,支付宝,其它,1688增值服务-先采后付提前回款费用-3262457067360112270	
1570785691169929210	,2026030910002001210528286922	,202603090125100000002100972164053	,	,2026-03-09 09:57:44,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.04,9480.85,支付宝,其它,1688增值服务-先采后付服务费:3262457067360112270-跨境爆款现货新奇特成人玩具聚会整蛊道	
1570785489621329210	,BO2026030920346112210205	,HJCAEB==500000067800015031==6335692858730194	,	,2026-03-09 09:57:47,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.05,9480.80,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3262457067360112270:3262457067360112270)扣款）	
1570785667774429210	,2026030910002001210528511564	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030900876159687	,	,2026-03-09 10:10:12,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.88,9479.92,支付宝,其它,1688增值服务-先采后付提前回款费用-5085242137694440914	
1570785458908729210	,2026030910002001210528526258	,202603090125100000002100971917572	,	,2026-03-09 10:17:26,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-10.23,9469.69,支付宝,其它,1688增值买家保障服务费-5084827489053299221（单笔主订单各SKU子单的总费用）	
1570785514922629210	,2026030910002001210528341041	,202603090125100000002100972259503	,	,2026-03-09 10:18:58,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.17,9469.52,支付宝,其它,1688增值买家保障服务费-3258474961980622259（单笔主订单各SKU子单的总费用）	
1570785685255129210	,2026030910002001210528408837	,202603090125100000002100972192545	,	,2026-03-09 10:19:07,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.17,9469.35,支付宝,其它,1688增值买家保障服务费-3258029534673622259（单笔主订单各SKU子单的总费用）	
1570841505445582371	,2026022522001882371446941941	,T50060NP5082977628570135742	,儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	,2026-03-09 10:20:17,2088************0156	,30.55,0.00,9499.90,支付宝,交易分账,一六发发餐饮_超链商家收款_订单号:5082977628570135742(5082977628570135742)	
1570785689808429210	,BO2026030920557241210205	,HJCAEB==500000066940001031==6335847101910194	,	,2026-03-09 10:20:17,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.18,9499.72,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5083185062482478506(5083185062482478506)_扣款）	
1570785510234329210	,2026030910002001210528400710	,202603090125100000002100972062526	,	,2026-03-09 10:20:49,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.06,9499.66,支付宝,其它,1688增值服务-先采后付服务费:3263392812085030174-跨境儿童记忆游戏机LED灯光音效多人互动	
1570740117593584850	,2026030822001884851445224989	,T50060NP5099373973375057616	,跨境冰淇淋叠叠乐过家家手眼协调亲子互动桌面游戏早教益智玩具	,2026-03-09 10:36:56,**吉(181******93)	,0.00,-13.00,9486.66,支付宝,其它,售后退款-2026030822001884851445224989-T50060NP5099373973375057616	
1570770090260229591	,2026030923001829591421441836	,T50060NP5099593824198440042	,批发甜甜圈女孩玩具女童仿真饰品首饰盒百宝箱过家家儿童玩具礼物	,2026-03-09 10:50:57,**滨(183******15)	,46.80,0.00,9533.46,支付宝,其它,批发甜甜圈女孩玩具女童仿真饰品首饰盒百宝箱过家家儿童玩具礼物	
1570785666138729210	,2026030910002001210528309820	,FI960100FDO003026030902387159668	,	,2026-03-09 10:50:59,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.08,9533.38,支付宝,其它,1688增值服务-1688-极速周转-服务费(5099593824198440042)	
1570785652086829210	,2026030910002001210528309825	,202603090125100000002100972252760	,	,2026-03-09 10:51:59,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.28,9533.10,支付宝,其它,1688增值买家保障服务费-5083213248276501905（单笔主订单各SKU子单的总费用）	
1570785661513629210	,2026030910002001210528562526	,202603090125100000002100972156845	,	,2026-03-09 10:53:51,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.28,9532.82,支付宝,其它,1688增值买家保障服务费-5083125231076838300（单笔主订单各SKU子单的总费用）	
1570785513954029210	,2026030910002001210528485323	,202603090125100000002100972289236	,	,2026-03-09 10:55:09,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.10,9532.72,支付宝,其它,1688增值买家保障服务费-3262025823190503791（单笔主订单各SKU子单的总费用）	
1570781092532190211	,2026030922001890211450874444	,T50060NP3285232536932604655	,跨境儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏PK比赛道具玩具	,2026-03-09 10:57:43,**键(woa***@163.com)	,25.30,0.00,9558.02,支付宝,其它,跨境儿童益智抢答器蜂鸣器课堂知识竞赛手按铃游戏PK比赛道具玩具	
1570785500616129210	,2026030910002001210528287102	,FI960100FDO003626030902397476308	,	,2026-03-09 10:57:44,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.05,9557.97,支付宝,其它,1688增值服务-1688-极速周转-服务费(3285232536932604655)	
1570785665369029210	,2026030910002001210528568856	,202603090125100000002100972635325	,	,2026-03-09 11:45:05,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.13,9557.84,支付宝,其它,1688增值服务-先采后付服务费:3205567740976268961-新款游艇小黄鸭花洒电动喷水儿童浴室戏	
1570774787109662400	,2026020722001862401412284024	,T50060NP5059169569065665042	,包邮跨境儿童圣诞投影手电筒早教认知照明卡通图案趣味投影仪玩具	,2026-03-09 11:45:10,*勇(158******43)	,0.00,-9.23,9548.61,支付宝,其它,售后退款-2026020722001862401412284024-T50060NP5059169569065665042	
1570787210086702511	,2026030910002001510510951165	,3695358342	,	,2026-03-09 11:47:34,****y	,25.15,0.00,9573.76,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]3205567740976268961-新款游艇小黄鸭花洒电动	
1570733444340727981	,2026030923001827981422949106	,T50060NP5099411810216324803	,跨境卡通萌趣香蕉对讲机户外远程手持一对一无线传呼机互动玩具	,2026-03-09 11:49:38,**生(157******26)	,28.75,0.00,9602.51,支付宝,其它,跨境卡通萌趣香蕉对讲机户外远程手持一对一无线传呼机互动玩具	
1570785481784629210	,2026030910002001210528494133	,FI960100FDO008326030902397548597	,	,2026-03-09 11:49:40,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.05,9602.46,支付宝,其它,1688增值服务-1688-极速周转-服务费(5099411810216324803)	
1570785513960429210	,20260309019130101000210067881504	,20260309009130501000210041540819	,	,2026-03-09 11:54:32,****y	,0.00,-9602.46,0.00,支付宝,转账,余额自动转入	
1570785690433329211	,2022081610002001210211406648|20260309736566272102	,at/659018256	,	,2026-03-09 12:11:14,****号	,12.30,0.00,12.30,支付宝,其它,1688保证金-支付-极速到账交易退款 退款单号：TQ257070757664706464	
1570785690433529210	,2022081610002001210211406648|20260309736566272102	,at/659018256	,	,2026-03-09 12:11:14,南京市浦口区博信五金销售中心(1744626460@qq.com)	,0.00,-12.30,0.00,支付宝,其它,1688保证金-支付-极速到账交易退款 退款单号：TQ257070757664706464	
1570731880021378651	,2026030922001878651447274548	,T50060NP5099631516025249448	,新款蹦蛋萌兽发条恐龙蛋萌趣造型适合哄娃神器创意趣味小孩玩具	,2026-03-09 12:15:46,**玲(178******56)	,85.95,0.00,85.95,支付宝,其它,新款蹦蛋萌兽发条恐龙蛋萌趣造型适合哄娃神器创意趣味小孩玩具	
1570785494636929210	,2026030910002001210528619457	,FI960100FDO008326030902394054853	,	,2026-03-09 12:15:48,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.15,85.80,支付宝,其它,1688增值服务-1688-极速周转-服务费(5099631516025249448)	
1570791051563637311	,2026030923001837311432254129	,T50060NP3285109455151622259	,跨境儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	,2026-03-09 12:31:36,*浩(198******36)	,39.00,0.00,124.80,支付宝,其它,跨境儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	
1570785624810729210	,2026030910002001210528393410	,FI960100FDO001426030902387331956	,	,2026-03-09 12:31:38,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.07,124.73,支付宝,其它,1688增值服务-1688-极速周转-服务费(3285109455151622259)	
1570780043588005451	,2026030923001805451419908839	,T50060NP3285572269308297162	,青蛙平衡树平衡太空人儿童益智桌游玩具多人对战互动叠叠乐玩具	,2026-03-09 12:35:51,**亮(153***@qq.com)	,26.00,0.00,150.73,支付宝,其它,青蛙平衡树平衡太空人儿童益智桌游玩具多人对战互动叠叠乐玩具	
1570785665374929210	,2026030910002001210528492267	,FI960100FDO012126030902387355242	,	,2026-03-09 12:35:53,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.05,150.68,支付宝,其它,1688增值服务-1688-极速周转-服务费(3285572269308297162)	
1570774427388908981	,2026030723001808981447939029	,T50060NP3281344536384887771	,正版奥特曼黄鸭沙滩桶玩沙戏水挖沙铲工具套装海边摆摊沙滩套装	,2026-03-09 13:00:35,2088************0156	,38.30,0.00,188.98,支付宝,交易分账,一六发发餐饮_超链商家收款_订单号:3281344536384887771(3281344536384887771)	
1570731474028962911	,2026030922001862911442098606	,T50060NP3285621409133706464	,儿童扭蛋机玩具礼品惊喜奇趣蛋盲盒小孩子趣味游戏机抓娃娃扭蛋机	,2026-03-09 13:00:43,南京市浦口区博信五金销售中心(1744626460@qq.com)	,15.74,0.00,204.72,支付宝,其它,儿童扭蛋机玩具礼品惊喜奇趣蛋盲盒小孩子趣味游戏机抓娃娃扭蛋机	
1570785746056629210	,2026030910002001210528386225	,FI960100FDO011126030902397537472	,	,2026-03-09 13:00:45,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.03,204.69,支付宝,其它,1688增值服务-1688-极速周转-服务费(3285621409133706464)	
1570785717449929210	,2026030910002001210528598664	,202603090125100000002100972756150	,	,2026-03-09 13:18:32,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.63,204.06,支付宝,其它,1688增值服务-先采后付服务费:5040976320493063410-超大号遥控越野车玩具汽车充电动专业高	
1570785715828776221	,2026030910002001220585068271	,3718901234	,	,2026-03-09 13:19:53,****y	,119.10,0.00,323.16,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5040976320493063410-超大号遥控越野车玩具汽	
1570742379493401741	,2026030923001801741422344977	,T50060NP5099455118448724008	,跨境新品 双人对战手指篮球架 桌面弹射指尖投篮机儿童弹珠玩具	,2026-03-09 13:28:11,********店(qih***@163.com)	,15.40,0.00,338.56,支付宝,其它,跨境新品 双人对战手指篮球架 桌面弹射指尖投篮机儿童弹珠玩具	
1570785745133029210	,2026030910002001210528606227	,FI960100FDO012426030902397621086	,	,2026-03-09 13:28:12,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.03,338.53,支付宝,其它,1688增值服务-1688-极速周转-服务费(5099455118448724008)	
